sensor_1,1604217913,34.8
sensor_5,1604217914,35.8
sensor_5,1604217936,24.8
sensor_1,1604217939,14.8
sensor_1,1604217910,14.8
sensor_5,1604218122,16.8
sensor_5,1604218123,16.8
sensor_5,1604218124,17.8
sensor_5,1604218125,13.8
sensor_5,1604218126,12.8
sensor_5,1604218127,11.8
sensor_5,1604218128,16.8
sensor_1,1604218129,13.8
sensor_5,1604218130,13.8
sensor_5,1604218131,13.8
sensor_5,1604218132,13.8
sensor_1,1604218133,13.8
sensor_5,1604218134,13.8
sensor_5,1604218135,13.8
sensor_5,1604218136,13.8
sensor_1,1604218137,13.8
sensor_1,1604218138,13.8
sensor_1,1604218139,13.8
sensor_5,1604218140,13.8
sensor_5,1604218141,13.8
sensor_1,1604218142,13.8
sensor_5,1604218143,13.8
sensor_5,1604218144,13.8
sensor_5,1604218145,13.8
sensor_5,1604218146,13.8
sensor_5,1604218147,13.8
sensor_5,1604218149,13.8
sensor_5,1604218150,13.8
sensor_5,1604218150,13.8
sensor_5,1604218150,13.8
sensor_5,1604218150,13.8
sensor_5,1604218150,13.8
sensor_5,1604218150,13.8
sensor_5,1604218150,13.8
sensor_5,1604218150,13.8
sensor_5,1604218150,13.8
sensor_5,1604218150,13.8
sensor_5,1604218150,13.8
sensor_5,1604228148,13.8

sensor_5,1604218150,23.9
